Payments history for,aarp0gscrepras0dzybhga6v8sx9us09sehja5x7y5
From,Tue Aug 16 2022 00:00:00 GMT+0530 (India Standard Time)
To,Fri Aug 26 2022 00:00:00 GMT+0530 (India Standard Time)
Total,356.47168594921
â„–,date,txid,amount,status
0,1661448874,0xf36f42fabcf24f7d976e1b42f8f9af0d4bd45e5956c09ee9483dd8daf6e2026c,1.88274139966,true
1,1661444737,0x7d47b84da0684bcff4f3668a1af76c78836dc71fad7a004114ecfa55ed1e9ae5,1.95498149388,true
2,1661440601,0x7aa8d11c578da69b2722a7c5ef7ebc71d99f4cca87ab9f85292f67b21578611a,1.43599711003,true
3,1661436460,0xb8e6ce9100531572ab8e5ead65b9fef4d9b6eaef5ce3eb36bb8235c6238b7a59,1.93067008108,true
4,1661432272,0x915c88a10a05fb724a069a05442f46fab0279f8b04df75ebcdd7bcf38ebdb0a5,1.87414331779,true
5,1661428121,0xd56e38d18f110ebc7a659fe7161ecb4efea8e9a67b02a606cf55889a1da0759a,1.86742608001,true
6,1661423991,0xf78e3721b324e3e596801ccc362de94db52466923f489a9bff52a8e108cd4902,1.93722402568,true
7,1661419892,0x270f68bf2e9d512501be7ddb85c94329258b8895a6e0f4e1052cb30bf167486c,1.08288835077,true
8,1661415797,0xe201c8a8771868b323fd15f06074b8bdef03b02296f84c6ff1c72e95d3eadbdb,1.45850919581,true
9,1661411707,0xf6eb2a1615e81566228cae3eb062ccd8c7fb4140721401a5c6603fc704a3b328,1.88590936756,true
10,1661407531,0x97c661972ed0c2398ea29e4e9b8a761d84ebfb20d984080f941f9fdf80933f7f,1.97132161265,true
11,1661403308,0x4790db695249f9419a09314ff6cd1ad8f4985a012db7d0fcc8d691ed34ccc281,2.09274514674,true
12,1661399180,0x06c7a864992e834a79b9be9f8f79a1f4e358c5c44538dda40fc95983a1439d29,2.20135025358,true
13,1661394929,0xac51a413d4486e06bcd78f7a1cf2e9f185174464ff397f80d22005c79367f9e9,1.69194278332,true
14,1661390883,0xa343fadd637acd627c818aea21622faddfe623d24125c569d1bfb33987f81c5b,1.83110637901,true
15,1661386782,0x36fd374f3be1bc5c87fd13db24e785c31ad426b2cb2ad351952708d4029804e0,1.94365536758,true
16,1661382643,0x75525c2c03bc2dc48467a8ca361e2f67c0c092d62dc391808ffd1b97780f3f76,1.58208603625,true
17,1661378589,0xbd41246cfdd7b5505b626b5a6b23aef8c3327e73c96b3b55ffd72e7a8e865e82,2.01984536768,true
18,1661374446,0xbb101952106de2e0345292fff9ab803cf9b913d618eebcdbe8f116a9d6e45e54,2.07646311306,true
19,1661370264,0xd8d73509aaeb4390bc57b4631ed79ddc1e569dbe212df49879b71762f08d9ec9,2.10557432007,true
20,1661366126,0xefc99721c167922bb44d4b2a0b16808a0773326d613045e383629cb5b0ea2479,1.57728686802,true
21,1661361995,0x36540d8c8b879cb59bd6202f91f871ff7d72b286c4e869a070f21dbe9dd94daf,1.99610624874,true
22,1661357821,0x7eb98bcd444df378aa4281cb64f523308b1f6e1e32cb5c0e25de66d3b7acd7d5,1.46674688265,true
23,1661347576,0x0dd4b7f9b6b0903d724e5d10642bb2d25ca6d580a4be2557cd959de640f2786e,1.78242299148,true
24,1661343388,0xeef5dc8e43c761801af421cc1036139e338b7bc6c53ccb2f65ca492db99f4308,1.83613219331,true
25,1661339336,0xc3578c8f99001f76646b5301a54e37c1a96c7365869d04330c5e59462ef0b0f9,1.88784350749,true
26,1661335147,0x95894eac04c0f75efa6e1d14a797662194b3cbe607e031ddd039bb3276cb2227,1.90921557516,true
27,1661331058,0xf12573692aa69fed5cc90e898d98131e2a1b40d914b27ef788b2aed3aaeb6649,1.59725113284,true
28,1661326968,0x06445c1840a1b1499bc3efeac6addb886396e5b29437480b52eac5bbab1d24ad,1.94030194218,true
29,1661322832,0x472b86e6f1c49ea553c5ecb6a22a0f782d0c1910ab2224ddadac1bb4a5e6f80d,1.81618034676,true
30,1661318747,0x73e5925f3fcdf8e06a6f3f448ea8f39531657907c4b69a685d8c6044c5fb235c,1.84055459699,true
31,1661314579,0x3a8a7c2f5c28f1834b7e526d09c40ff6709e7e5c45e4d3e9b55f906eeb93c717,1.60631556144,true
32,1661310533,0x4f710e32672166ca6f1a1725705e4ab12831d77a4bf23211759bb70c1b7cda58,2.22339781427,true
33,1661306356,0xd3d51238d6e8a6835492288fdac77f04c681e709ac21bbd055c45cd719e766ba,2.02980613247,true
34,1661302187,0x841c95f15b155c9737609313d2fdbef4ab5d3f1af84979c427dfcd81f493cb21,2.06372171219,true
35,1661298101,0x254e95d4c3d043a0c7e420049e57030a844b0a74b187a531e245bdda85cfe79b,1.92358909598,true
36,1661294058,0x7cf5db4c139c7236958107861b70ee4e9de51d3d3a0e576c7bd027c2bc6cb1d4,1.97657187775,true
37,1661290001,0x681ead191dda8ef6f261fc87dfa50807a8409573852fe10c15ae95578f19fd93,1.99095859111,true
38,1661285880,0x6477c8ddfc7b5e6869f8d51217e5e40d9c58854f83231de4f69ab6fa6922ea94,2.09834073735,true
39,1661281664,0xf1c6496d45790b8d4d3e9a5f873a5304837ca05e185ae0a09764edc9aa1b46fc,1.70530527342,true
40,1661277564,0xd00186ec55afbe1ac1ca34ff37fda0cf8c958df98762133cde11cee92f062af4,1.77503396203,true
41,1661273434,0x27bbde2970f447b2bc45cea2529ecc4dfa17dcb4be6fa2c0a7593177230bef14,1.47139021421,true
42,1661269333,0x789436d4342adb4e06011e52c5100dd38e83967e601301c2fe82552fe8f24637,1.91788205939,true
43,1661265157,0xcb6cfd02f184a35db73018740791a5f2940583aba0bdf6d7d6d7536d144586ca,1.68962003315,true
44,1661261060,0xa1eb8b57be909ef6f9fd763d53ccc6184a3e3e3eac1fb7765fc6beff11d6d3c2,1.84579272065,true
45,1661254879,0x7ba143f3f05dba6478660daf7423878c28d62a88dab26367deb5c42a6cf50e8e,1.11125680536,true
46,1661250837,0x1d630b5987a00bad248aeeb3b7b54229d73d06ca65e71a039a81fb7a21ce223f,2.10669624364,true
47,1661246713,0x0096173c7340c546c89d5fa1d32c22e8fbf4b6895ad0403bda16ba28b0ed5318,1.73630784741,true
48,1661240538,0xc2088ef3a3291d4567e52d75af8e192397ea3469fc267d299227f14402f42746,1.7707999632,true
49,1661236454,0x8a71e661a3fb745baebfdeb5c1a8a10d9969e70ddec8014aa47d7339fed2ceab,1.52461419505,true
50,1661232356,0x70615aa973febbfc2b994bef39e32cd09949bb0d2d3d312cb6e635fae736e3e2,1.93353122259,true
51,1661228274,0x701b3a81488b15d1cbbc3b2dccb542e8f35d7ad2d162e98e3aa24083dd163ed7,1.84396445559,true
52,1661224141,0xcbcd5b705a87323ff5650194cef187deced2428924e2d6768f9dbd45f7622d6b,2.0772950087,true
53,1661220097,0x2202ba9cef07c0363ab68e977200586392a2a76b02327bcbe0b72287aabe3aaf,1.73338895647,true
54,1661215973,0x0d11895c961a55da0b840c333b4a28c32cf297aef84ac99ebc83301db4bb81bc,1.73100049098,true
55,1661211925,0xc24d44a387947939435398b4cee8a54bf00d052f0a9ec4ebb6ebbc22d72b1aff,2.0200478526,true
56,1661207881,0xd2ed31168bdb98a7329b2afa584a257bf3c25b0cebd27ca13269c225809cb08c,1.92896342243,true
57,1661203716,0x7f2e5f87d29af14c79e398a51f5114d3e93753c00b5bddc768539d36122dc37a,1.92484612968,true
58,1661199628,0x46dfa5175c793b5c5af54e0aea4b65ecd113d38e6ea0e078a37dc96b97aef2f1,2.11876617295,true
59,1661195581,0x3443890cc56d7b6b9875c17b097b257a4fb2bc794b592043441a361e46396443,1.85833392269,true
60,1661191421,0x4d815068faece858e9edf3e1de4635cf3e89ef08cae4d654f0bb55dd71cc7530,2.07929239891,true
61,1661187201,0xd05a571de2cef61e02722cc9d79fe8f7f48950ad2e84116ffbe8849e2bbf3689,1.71541103029,true
62,1661183109,0x9d88469fb009506315146d4132f829c94b1583b01f0797739319b3dbaf9d8bf3,1.09032118727,true
63,1661162391,0x78f2f9e72cd3258936504b536d57a6d3895a2bf7860e1cfe79ede42ac4034519,1.73119216467,true
64,1661158325,0x30417af623f21d3177dd67513257604d1d83bd52559f6aefe5998baa35c97dfe,1.51690668274,true
65,1661154182,0xe9eabdb581a4bb379c90c0ec0899f5f8b3de439e1720924820be625eb319fc37,1.17859153508,true
66,1661150038,0xb66893de097763428b78ff717255d45940c629075d1e0eca78b84c5575cd8ae2,1.84021222453,true
67,1661146030,0xf2441cb294514ef9f2a05d2c29f29885c11e25efa9e5528fdd8cd88a7ec84bd4,1.81418979809,true
68,1661141851,0xac1d1834c83088a423abf9c0ff8a5cba3b52a13bfcfa4f0b4b273f57c30076d2,2.01401848613,true
69,1661137674,0x3100cd32b70a1f4e7a9e86ffa30ef99be9a56c574a9fa1fe635b8e2fbb75f199,1.59608015458,true
70,1661133582,0xd232e28a78261c2a46ffc4a4fbe847294f372dc8f6b07b50dc2b28423af1e792,1.88499116612,true
71,1661129457,0x2f2b6c0ffbf802ca5780885c2a3fdf36b9a42cc44365bafdb08bca7933dba791,1.70928190779,true
72,1661125332,0x334ded0a65a276aa025cfbb8fa4b9ea848aca9244c05576a21ad7320b329002b,2.02013294179,true
73,1661121151,0xebc557f825a006cd8a9faeabd88e79ba8e6b52847720e8502adebfbf2e9e5f0d,2.04426824744,true
74,1661117068,0xd39280fac2d51313f9ea39dd0e295cd78e71269bb405291c0ecb12113bbcc5b2,1.82803403285,true
75,1661112881,0xf233a3b395321404091fd46e4b58f5c63cdaaffe0ab384019475348bc1ec5c8d,2.15414393994,true
76,1661108745,0xdadceed529b2d83b7e70e5ddd814e655916959696a76aa0faaec5b5efae87e90,2.0337605526,true
77,1661104566,0x38a7132cc98a0872ccdda30acf94662617e21d5ef66b1d6ae7dc91271b19da73,1.71414330896,true
78,1661100478,0xca400d7f601fefe75a0f6cfeaff17d925e6885f82f6550de5de84bc73479b5a0,2.12752972362,true
79,1661096342,0x054cb0bcb7703c2ca3a648f842ae94533cd3aad2038a3ad2670469d67199b34b,1.95054234243,true
80,1661092251,0xe2ec094025653aa0c8135932e7c3bd5bd5efdc45dba5ea7521c3fbb75484f1ec,1.74954609372,true
81,1661088119,0x7196c38c685cb366d2c6ac15f342a50c7e5f86b69ed252926a258fe1cc28c2ed,1.39575994229,true
82,1661084073,0x3266dbbf0d7e61a95c8089299591db056bacc1c45e8ccf0272a21e698cabf4d4,1.85567627501,true
83,1661079908,0x82022c26a539bc3182c71729e0fa68cdc5753748696e879d6d38128afa0cf70f,1.22912669749,true
84,1661075828,0xb4b70a45c13517e7a70f9c09e0b591313c977328e8d19b0874edbe650d21905e,1.21456371574,true
85,1661071780,0xee24c490f4adb341eb9c96ffda7acff2da0a4ae483df5c2aaa71514da0ecf0fe,1.6816298241,true
86,1661067692,0x62c3f1111c327ccbd452715198e9fe1b55dd1b3a8c81e01646b92b0766d192a6,1.62540921234,true
87,1661063598,0x33211af658de16c06e5eff08bcbc86bb01937278a1dd58506cbc41987b55d3a3,1.68653407127,true
88,1661059471,0xb78d34cdb5aeb313df1ef2e21587565050eb6133b8c218f2f1d054fe1c025a6b,1.95238876417,true
89,1661055339,0x1679d7a30df1def423266441e3c5ea8452c16b1450b568cea294674328442694,1.75219544939,true
90,1661051214,0x78060c938a90ef85e06f24fb0fb11af1aa16ba45d54f7a54ebf1e3bef355608a,1.79897470542,true
91,1661047217,0x0105bb8906e48d144c69455891ce6175fedff38772e35bf99c54b29641dc372c,1.96479317493,true
92,1661043092,0x587199d3b4a1c89f480f182b12bb564f3db9f31817a4d374e2da67f6461055a4,1.9671074874,true
93,1661038951,0xfa13063b9a46e25abefd3cfbaeec5bea5c3a2d2ceca2c80e5b149eb53c502eee,1.81899734513,true
94,1661034825,0x997d9fbb3bb3576d621658545565e2de9af196951acf8383cd966b507819bf26,1.69862465029,true
95,1661030697,0xa09ad39187fbc8a7cf0e5ccf7b993a48292aa9973b07ce2a4001502766f3843a,1.80019175688,true
96,1661026601,0x726f031fc6a6dfef73bd25be4851473badd2a9d2894b28526c9951256d9fcafb,1.84434486848,true
97,1661018469,0x94380a7c8bbb19ef81352f96a66e913e5ff844281c8531e4e717fe2d7aff460f,2.01141697074,true
98,1661014423,0x8e1d0589658c956de7296ffb4d1334fb111230ae05069e9cda70396610be117a,1.81169696544,true
99,1661010257,0x824c9b22f9444f05ee69586f36d55f5bb726bc7e7edba9d8d4af0b1a0e866a77,1.58230066904,true
100,1660973304,0x2b896b96b36a6f800f8bd19f5de7076246200cda611b949642e3d15d1c2d8327,1.36083071647,true
101,1660969220,0x8c90b1c6088b00dac9c0eeb1b3d5308d3c018b4c9746f582f7846f4420135dd7,1.67346266913,true
102,1660965138,0xc213acaa6f57db05d7e27b29a3bdb12ed7407e0cc2a4a1059f8df63554e0914c,2.10865821279,true
103,1660960975,0xed5f307032b71d55d5f20a3f6ad663483e299d941d7ad0c24a293a4f974c0441,2.00117607956,true
104,1660956853,0x2f7ab447663ea3f102de47c49a12861821e3e5d8bfaeb74d967d29dd830f8707,1.81831376658,true
105,1660952809,0xf4e008835ea2fd4471905e398034c7e8b8c351cd97a0826bbb039e0ce55b3898,2.02267162121,true
106,1660948632,0xac99c7d6388c50d881e989e1fa4baecc70306d580da3cc2baa0b314e5dcfdf11,1.82319262647,true
107,1660944539,0xd2789d6a6733d5cacd63804d7ad0968eb540271501e9dd73c08f316341407394,2.22832370581,true
108,1660940455,0x5c232a66395d9fb8a2f7996efedaf1cbf072b25dab418f9ca8e5e767c4994943,1.8543077593,true
109,1660936330,0xa3850cfd909c70713643225570a0b37a5ee93ca3e8e747dc2651ce92af84635d,1.89123991762,true
110,1660932157,0xb56a3ab05255c5dee8133e3063c6270af24b25f8ce45e55b46be01e8147dffb4,1.89899200152,true
111,1660928074,0x565c39613e91f93ec711957f547c77be8bb31fe94620a61725aa9b0b4ede2f8a,2.07875535295,true
112,1660923986,0x6430251561179df1175a86df9f04dc4c47f68f7e71bc20114d7a4221fcee9d75,2.0639343561,true
113,1660919899,0xf72be52c2275b82deef058654621990b36ff40ec94f2b8e0c6675a7076ca58b3,1.80151488011,true
114,1660915815,0x2040bf93cf21de91dc9f8908fc5f3b2fcfaa84d4a15c5f49ea5d2293dc2524aa,2.03259942856,true
115,1660911600,0x8958c08168d3f3946205e43fe98b9a483995fa0d7062b158ba424c4be6082d75,2.01453624878,true
116,1660907386,0x51e9e518c61a2822b30d2c3a5418297d5209fc6a625b15b6a3d0e55f6534b4a0,1.89331430105,true
117,1660903220,0x87e2ca1992755981a91c0a002fd0a01152a19c31e6b9df77a1712fe2c9c28249,1.86287515686,true
118,1660899179,0x70fa718ad60784d229b822d3febfd4af6f5222b5b015f760248c4dd6fe15edee,1.62841439459,true
119,1660895002,0x7898cfe53a7dfe2ed58d194cccb2c91ceeb2c231a3e7d0a1049ebadf3b8ccca1,1.03769991686,true
120,1660890874,0xbb0fd0eb81526e096790087e8d4e65b628233158ce0edd5a40461cee74f8ccd0,1.59664021717,true
121,1660886748,0x990f5bfbdffe502872260351a04128ca47c122b29c09d121951c7f2feea7502f,1.61475754035,true
122,1660880655,0xbc18a3a289b7afae64702cea5a9943424b0d13a74c4fe978120a60730d97d326,1.7125804918,true
123,1660876519,0x2b7c73395b5e102f7a8ba020d1fa1e1599e9cf023ddf54f35b3c1ccd33d915dd,1.07915143397,true
124,1660872434,0xa30966f22047071cd0db4fd721fb1afba30f0db333153fed3f96b79f90bf709b,1.88674595457,true
125,1660868267,0x6d0ad821dbdd67da1a66eea76215f711970c02aff5858a125e559aaf802995ac,1.82971370675,true
126,1660864183,0xc376189f77eb17fbc96cf3ee3196f29e88db9e30e4db82938c060028acd7da01,1.82915642859,true
127,1660860099,0xb011c37b371906d2114d9865a9a3b15f0ed740e6d7b99c83bae0eca5378ee0e5,1.77678435805,true
128,1660856017,0xfbd25d7a45d85baa8cdb1c438c2fc107b7022276dda7c612fa684a0ec9bd6446,2.06667728823,true
129,1660851974,0x1151ff32090698f3eebcc8a4d0724b1482a478dfe9b207f8584dc794ba261cde,1.94635961215,true
130,1660847806,0xf8c6d3b40cb7fdf1d537d09d0b6c4bd3a4718a5b24e4fc174df940052af3667b,2.21321677866,true
131,1660843597,0x02b6ba30dcd85e3f4b1ea0d8fdb9f0970a39249a18c3dd8397a82349852425ee,2.08378036737,true
132,1660839420,0x1def8897063267f76b41248a82b487796b143e13c0507f15ff708073ac14d77c,2.12571121017,true
133,1660835295,0xd34ab915cb4c096fe6f4eb970390e2bd4588313d64c2ff86a0fbcf21ddf5ebea,2.07509447196,true
134,1660831116,0xd027f8b90185a4ffba3a7e11c9d5f7eaa4c6362188c06091276e69f6fc2cd182,2.14030826371,true
135,1660826981,0x0e42c55dcebce934b76e2642b3e6d33f135b736853a7e242a79572cc3e639bdd,1.32977388529,true
136,1660814637,0xf0acce0322df2ee971480b2fefaa06ccc74a1aa80419502caeedb6c7eb81898a,1.74531575487,true
137,1660810554,0xea7c6a6d02ecdf238442c2fec0bf7dffd0ea5267d3581fe6cea4dbbaac0db820,1.92280819756,true
138,1660806428,0x2f15f01f767eea0c9bdb703846abada08fa2f8fa65697bd2dc1ce171f51d02bd,1.43932571468,true
139,1660802298,0xeacc09953b4243dfc481b8931d380ac0e7597ff87bd0e9843fbe6ee07de9fbaf,1.80155649541,true
140,1660798253,0x133f4aefd43df2b71b1e05c0db50564332d1cd0d458a03b0dfa767473abcaf3a,1.97222654293,true
141,1660794211,0x4d2e11f1bffea5600df81125de73ac30c5b38988294f2d9072cf11ff60c4bea1,1.72158861279,true
142,1660789995,0xb2d7af47b24b21571039c5f5ea8242a381698bac6ff8551a4dee287cc2682b81,2.00497412653,true
143,1660785871,0x0ea5325d230f6bd7226d69d96ef4e254f4218790c46f66d7648c7a134da1c61d,1.91609443638,true
144,1660781706,0x169b4835106e1911cb1c6ea6f2dae467a7cc31cf42a9ef9be9df849db7048a2f,2.03558909196,true
145,1660777626,0xd2ce02148c2a019f8f67302a984ffd12fb2b62be6ee3eb22f71e751496c99525,2.35426966242,true
146,1660773540,0x872c2c5e049029a0b8df712c0ff94871e4dc498d362edd1d6d2e335d7ca85fd4,2.06416562364,true
147,1660769372,0x9cab9da6fef57df40421a2fcffda3d287fb22a9d9b43e9aa8c5c5cadbc93cdff,2.08973770861,true
148,1660765250,0xc5736ec69816f57f06dc3baee530d358aec3bcf9703b2e7e454d6806d4a48cf7,1.9740265818,true
149,1660761074,0xf3a3005cda5d3b7c597afc20ec92ae51413d0b686bfcb12e98c6567089950e45,2.0556079036,true
150,1660756902,0x7e658512231033508d75a0414a86fda1f9678dcaa8c4ef91c213a81c808239ed,1.9388446191,true
151,1660752731,0xf90d6d99abb0600c42fb42e3bc62466ea778659b119c2f2455dd7ab8572617da,1.8002311169,true
152,1660748645,0x328ef6e301b4524880a5935254d3f775e483b2e1690d13c48d4695dde1e070ff,2.36510832731,true
153,1660744473,0x7dd708763c285999b7863ac6de362457159a43dc047a3e5a2edebc331b074328,2.16125133298,true
154,1660740378,0xc6ac5475cf19c23d62425a4923cca103c16e4ab623912592d8eee2cc9203d7d9,2.15130563003,true
155,1660736256,0x9f8e013e0a371f963c5bb5454df19f75d5d46b0c49ce8cf92eabdeb5e084c19e,2.12484869323,true
156,1660732084,0x685a65c36f7b25d0c7aa763ddbf81f3d6eba1f2af17f562932d3e8f83fa82b33,1.97429463598,true
157,1660727995,0xa502a774cfd1630c8cf9e9ec4909832fabb5e5257290fa11c5e9e5877726f879,1.69875535541,true
158,1660723954,0xe3ccc0f6217e634bb786a02e19d7fb020503449706d80c6a6ad4caed9942ca83,2.12096969633,true
159,1660719828,0x1bd248316bc59031dfac32f1dafd6b5fc535e5914ede83e2dd2ca33fd3324ad1,2.17460161682,true
160,1660715698,0x3965e63d5cc56246f1319caf0d39b5d9957544caa51d72b8c189381796230c3b,2.03770886774,true
161,1660711608,0x551382ec20db2a9a2ec9b1b2d15c7b961ce703d76b3a2e1c8ab7722fdd2fdb09,1.71722482977,true
162,1660707478,0x9066a64b6678acd3557eddff5cf91084a7841e1c1581b34b38dc7f2dcd7fb7e4,1.86379837912,true
163,1660703432,0x09ade1084c44cf83087154863ddefd2e4d5c4c2870846652d3a9a19218fe671f,2.04172750227,true
164,1660699299,0xc0002843a433958683411005ab0f6c1e688fbcf47b388e20141837aa1a2efdd9,2.14002392058,true
165,1660695171,0xdcbbd88a611b20debedcabd5df983886856986e052fb47365be3f21faf76b22c,2.17129020629,true
166,1660691160,0x665bd8251ebf2bc8ad8c6d2f1b2b75f44b3d1050262b7dbcd8dceffaba4fa89f,2.16863228616,true
167,1660686945,0x85c2ff96dc731c9cda3f8008ec8fcd6639d13e22928fb0307a7180d46785f9c8,2.11530951026,true
168,1660682816,0x9080d721d6847f1b046403c69fec3d80225c965c6b19ae0291b462141269b10c,1.8664684284,true
169,1660678764,0xe3c2cd193490691e423a404e07e5e9aafa446c53cc69417d60450db0ad7b0ab3,1.94495413682,true
170,1660674549,0xe849a2a0f497ffc9d17fd59ebca136d6e6d58d9023677ff4b3a6fb2d8205fb3d,2.04729132102,true
171,1660670455,0x09d7cfe003c8134e4be1f802e8123e7465b864f8129e4515fc728b7f97a8139a,1.75844020167,true
172,1660666442,0x28fb4c59a1425a9dc694bb32313d0399d8e28f040b784551645b14eeb3b7ca07,1.93179847387,true
173,1660662308,0xbd17c62a71847a61b0de1c351f71f6d052910d5e131703ed6de48d86b0af6fbd,2.02868455474,true
174,1660658258,0x8a07420b7a98db0aad5f0f43d9222070ea32c0bfd6505432be37378877119d22,1.93483971142,true
175,1660654166,0x420c2fba0d78240b2ed0d959d6aea7026251e02e04113f38899c9c8aa520dc5e,1.91442228491,true
176,1660649993,0x3e4fe2b328884e0cbecb15d80e9a5ba73aeb41fae687b63f2e30084a4741be41,2.0077651337,true
177,1660645847,0x96f6061f51f6e3c1d6a8fbccfaafb92b5b76df9cdbeb09ef963c8d7f3250a5a0,1.89453636215,true
178,1660641758,0x9a6f2b2a9a227bbd10f3c294848d3e309ec375b3f8e8b079784ed148102113e5,1.76117076401,true
179,1660635614,0xef9a2d7834e06fc08442f1098721e4d96dc5cbe8b22e45f8b887037da2a50743,2.08613314134,true
180,1660631527,0xc20cec0e8d016039b224ee03fd40c77603f591ddc6bbf2eda7610bb6d3114e53,2.03812532909,true
181,1660627431,0xf0186f3db1cd2f25876590b7bebc16fd6f62652218f45530daa8b343787ce92c,1.88519543052,true
182,1660623332,0xad87c5f533577c065d44e130df6b7596f25e9fa9f948aaa21eaba2641549a7bf,2.11150927019,true
183,1660619198,0x123f4d30e2ca9698d038ba98a6cba14466bd2ad2080edacf287ca06befb3b5d5,2.0774291597,true
184,1660615069,0x1e871a3d909d49178f4976d3e89f8c36f9894636d98445765e40fbcf10531755,2.1682382091,true
185,1660611064,0x323b9d96593b1ec488063f5f3e68f5dacbc147e923a11d657478cd0651b9fd3f,1.69163529096,true
186,1660606981,0xf449750502c3cb5b0043f28935c1b8ad7f7f6887ff66e631acedee5e10f2d2dc,2.2236100879,true
187,1660602899,0xc4f4dacb717770eef3a2aa40a59d6bbfa5619db88ac374079c66c1548d6f91a0,2.15104971469,true
188,1660598774,0xbdef27a1c874a6d823f9f5dbc81e1bbfe2626b13aae8fda59f6381f1f01b2793,2.06439761554,true
189,1660594727,0xed5b64025bfdcb8484cfa5ad891a96b73510923d00770adf1a046c29d8494cf1,1.96195232205,true
190,1660590554,0x8861789dd2e353649e0edee72398c5cbc33585edec8e4e786e642dd4f785e83e,1.95907687717,true
